"Gene.Symbols","Gene.Name","Gene","AR","AD","XL","IS"
"ARSE, CDPX1, CDPXR","Arylsulfatase E","ARSE","N","N","Y","N"
"ARSH","Arylsulfatase H","ARSH",,,,
"ARSF","Arylsulfatase F","ARSF",,,,
"MXRA5","Matrix remodeling-associated protein 5","MXRA5",,,,
"PRKX","Protein kinase, X-linked","PRKX",,,,
"XGR","XG/MIC2 regulator","XGR",,,,
"NLGN4, KIAA1260, AUTSX2, ASPGX2","Neuroligin 4","NLGN4X","N","N","Y","Y"
"VCX3A, VCX8R, VCXA","Variably charged, X chromosome, 3A","VCX3A",,,,
"HDHD1A, DXF68S1E, GS1","Haloacid dehalogenase-like hydrolase domain-containing 1A","PUDP",,,,
"STS, ARSC1, ARSC, SSDD, XLI","Steroid sulfatase, microsomal (arylsulfatase C, isozyme S)","STS","N","N","Y","N"
"VCX, VCXB1, VCX10R","Variably charged, X chromosome","VCX",,,,
"DXS1283E","GS2 gene","PNPLA4",,,,
"VCX2, VCX2R, VCXB","Variably charged, X chromosome, 2","VCX2",,,,
"KAL1, KMS, ADMLX, HH1","Kallmann syndrome-1 sequence (anosmin-1)","ANOS1","N","N","Y","N"
"FAM9A","Family with sequence similarity 9, member A","FAM9A",,,,
"FAM9B","Family with sequence similarity 9, member B","FAM9B",,,,
"TBL1X, TBL1","Transducin-beta-like 1, X-linked","TBL1X",,,,
"CMTX2","Charcot-Marie-Tooth disease, X-linked recessive, 2","CMTX2","N","N","Y","N"
"HBFQTL3, FCP1, FCPX, FCP","Fetal hemoglobin quantitative trait locus 3","FCP1","N","N","Y","N"
"MRX73","Mental retardation, X-linked 73","MRX73","N","N","Y","N"
"GPR143, OA1, NYS6","G protein-coupled receptor 143","GPR143","N","N","Y","N"
"SHROOM2, APXL","Shroom family member 2","SHROOM2",,,,
"CLCN4","Chloride channel-4","CLCN4",,,,
"MID1, OGS1, BBBG1, FXY, OSX","Midline-1","MID1","N","N","Y","N"
"HCCS, MCOPS7, LSDMCA1","Holocytochrome c synthase (cytochrome c heme-lyase)","HCCS","N","N","Y","N"
"ARHGAP6","Rho GTPase-activating protein-6","ARHGAP6",,,,
"AMELX, AMG, AIH1, AMGX, AI1E","Amelogenin","AMELX","N","N","Y","N"
"MSL3L1","Male-specific lethal 3-like 1","MSL3",,,,
"FRMPD4, PRESO, KIAA0316","FERM and PDZ domains-containing protein 4","FRMPD4",,,,
"PRPS2","Phosphoribosyl pyrophosphate synthetase-2","PRPS2",,,,
"TLR7","Toll-like receptor 7","TLR7",,,,
"TLR8","Toll-like receptor 8","TLR8",,,,
"TMSB4X, TMSB4, TB4X, PTMB4","Thymosin, beta-4, X chromosome","TMSB4X",,,,
"FAM9C","Family with sequence similarity 9, member C","FAM9C",,,,
"ATXN3L","Ataxin 3-like","ATXN3L",,,,
"EGFL6","Epidermal growth factor-like 6","EGFL6",,,,
"RAB9","RAS-associated protein RAB9","RAB9A",,,,
"TRAPPC2, SEDL, SEDT","Trafficking protein particle complex 2 (sedlin)","TRAPPC2","N","N","Y","N"
"OFD1, CXorf5, SGBS2, JBTS10, RP23","OFD1 protein","OFD1","N","N","Y","N"
"GPM6B, M6B","Glycoprotein M6B","GPM6B",,,,
"GEMIN8, FAM51A1","GEM-associated protein 8","GEMIN8",,,,
"GLRA2","Glycine receptor, alpha-2 polypeptide","GLRA2",,,,
"FAAP95, FAAP90, FLJ34064, FANCB","Fanconi anemia-associated polypeptide, 95kD","FANCB","N","N","N","N"
"ASB9","Ankyrin repeat- and SOCS box-containing protein 9","ASB9",,,,
"ASB11","Ankyrin repeat- and SOCS box-containing protein 11","ASB11",,,,
"PIGA, PNH1, MCAHS2","Phosphatidylinositol glycan, class A","PIGA","N","N","Y","N"
"FIGF, VEGFD","c-fos induced growth factor (vascular endothelial growth factor D)","FIGF",,,,
"PIR","Pirin","PIR",,,,
"ACE2, ACEH","Angiotensin I converting enzyme 2","ACE2",,,,
"BMX","BMX non-receptor tyrosine kinase","BMX",,,,
"TMEM27, NX17","Transmembrane protein 27 (collectrin)","TMEM27",,,,
"CA5B","Carbonic anhydrase VB, mitochondrial","CA5B",,,,
"INE2","Inactivation escape 2","INE2",,,,
"ZRSR2, U2AF1RS2","Zinc finger-, CCCH domain-, and RNA-binding motif-containing serine/arginine-rich protein 2","ZRSR2",,,,
"AP1S2, MRX59, MRXSF, MRXS21, MRXS5, PGS","Adaptor-related protein complex 1, sigma-2 subunit","AP1S2","N","N","Y","N"
"GRPR","Gastrin-releasing peptide receptor","GRPR",,,,
"MAGEB17","Melanoma antigen, family B, 17","MAGEB17",,,,
"CTPS2","Cytidine 5-prime triphosphate synthetase 2","CTPS2",,,,
"CALB3, CABP9K","Calbindin 3 (vitamin D-dependent calcium-binding protein)","S100G",,,,
"CXorf15, FIAT","Chromosome X open reading frame 15","TXLNG",,,,
"RBBP7","Retinoblastoma-binding protein 7","RBBP7",,,,
"REPS2, POB1","RALBP1-associated EPS domain-containing protein 2","REPS2",,,,
"NHS, CXN, CTRCT40","NHS gene","NHS","N","N","Y","N"
"MEHMO","MEHMO syndrome (Mental retardation, epileptic seizures, hypogonadism and hypogenitalism, microcephaly, and obesity)","MEHMO","N","N","N","N"
"SCML1","Sex comb on midleg, Drosophila, homolog-like 1","SCML1",,,,
"RAI2","Retinoic acid-induced 2","RAI2",,,,
"SCML2","Sex comb on midleg, Drosophila, homolog-like 2","SCML2",,,,
"CDKL5, STK9, ISSX, EIEE2","Cyclin-dependent kinase-like 5 (serine/threonine protein kinase 9)","CDKL5","N","N","Y","N"
"RS1, XLRS1","Retinoschisin","RS1","N","N","Y","N"
"PPEF1","Protein phosphatase, EF hand calcium-binding domain 1","PPEF1",,,,
"PHKA2, PHK, XLG, PHK, PYKL, GSD9A","Phosphorylase kinase, liver, alpha-2 subunit","PHKA2","N","N","Y","N"
"GPR64, HE6","G protein-coupled receptor 64","ADGRG2",,,,
"PDHA1, PHE1A, PDHAD","Pyruvate dehydrogenase, E1-alpha polypeptide-1","PDHA1","N","N","Y","N"
"MAP3K15, ASK3","Mitogen-activated protein kinase kinase kinase 15","MAP3K15",,,,
"SH3KBP1, CIN85","SH3-domain kinase-binding protein 1","SH3KBP1",,,,
"EIF1A, EIF4C, EIF1AX","Eukaryotic translation initiation factor 1A","EIF1AX",,,,
"RPS6KA3, RSK2, MRX19","Ribosomal protein S6 kinase, 90kD, polypeptide 3","RPS6KA3","N","N","Y","Y"
"CNKSR2, CNK2, KIAA0902","connector enhancer of KSR 2","CNKSR2",,,,
"SMPX, DFNX4","Small muscle protein, X-linked","SMPX","N","N","Y","N"
"MBTPS2, S2P, IFAP, KFSDX, OLMSX","Membrane-bound transcription factor protease, site 2","MBTPS2","N","N","Y","N"
"YY2, ZNF631","Transcription factor YY2","YY2",,,,
"SMS, SRS, MRSR","Spermine synthase","SMS","N","N","Y","N"
"PHEX, HYP, HPDR1, LXHR","Phosphate regulating endopeptidase homolog, X-linked","PHEX","N","N","Y","N"
"PTCHD1, AUTSX4","Patched domain-containing protein 1","PTCHD1","N","N","Y","N"
"PRDX4, AOE372","Peroxiredoxin 4","PRDX4",,,,
"ACOT9, MTACT48","Acyl-CoA thioesterase 9","ACOT9",,,,
"SAT1, SSAT","Spermidine/spermine N1-acetyltransferase 1","SAT1",,,,
"APOO, MYO25, FAM121B","Apolipoprotein O","APOO",,,,
"EIF2S3, EIF2G","Eukaryotic translation initiation factor 2, subunit 3","EIF2S3",,,,
"ZFX","Zinc finger protein, X-linked","ZFX",,,,
"PDK3, CMTX6","Pyruvate dehydrogenase kinase, isoenzyme 3","PDK3","N","N","Y","N"
"PCYT1B","Phosphate cytidylyltransferase 1, choline, beta isoform","PCYT1B",,,,
"POLA1","Polymerase, DNA, alpha-1","POLA1","N","N","Y","N"
"DELXp21, CXDELp21","Chromosome Xp21 deletion syndrome","","N","N","N","N"
"MENOQ1","Menopause, natural, age at, QTL 1","","N","N","Y","N"
"RP6","Retinitis pigmentosa-6, X-linked recessive","RP6","N","N","Y","N"
"ARX, ISSX, PRTS, MRXS1, MRX36, MRX54, MRX43, MRX87, MRX29, MRX32","Aristaless-related homeobox, X-linked","ARX","N","N","Y","N"
"MAGEB6","Melanoma antigen, family B, 6","MAGEB6",,,,
"MAGEB5","Melanoma antigen, family B, 5","MAGEB5",,,,
"MAGEB10","Melanoma antigen, family B, 10","MAGEB10",,,,
"IL1RAPL1, IL1R8, MRX21, MRX34","Il-1 receptor accessory protein-like 1","IL1RAPL1","N","N","Y","N"
"DFNX3, DFN4","Deafness, X-linked 3","DFNX3","N","N","Y","N"
"XS, LUXS","Lutheran suppressor, X-linked","XS",,,,
"MAGEB2, DAM6","Melanoma antigen, family B, 2","MAGEB2",,,,
"MAGEB3","Melanoma antigen, family B, 3","MAGEB3",,,,
"MAGEB4","Melanoma antigen, family B, 4","MAGEB4",,,,
"MAGEB1, MAGEL1, DAM10","Melanoma antigen, family B, 1","MAGEB1",,,,
"DAX1, AHC, AHX, NR0B1, SRXY2","DSS-AHC critical region on the X chromosome, gene 1","NR0B1","N","N","Y","N"
"GK","Glycerol kinase","GK","N","N","Y","N"
"TAB3","Tak1 (MAP3K7) binding protein 3","TAB3",,,,
"FTHL17","Ferritin heavy polypeptide-like 17","FTHL17",,,,
"DMD, BMD, CMD3B","Dystrophin","DMD","N","N","Y","N"
"MRXS17","Mental retardation, X-linked, syndromic 17","","N","N","Y","N"
"TMEM47, BCMP1","Transmembrane protein 47","TMEM47",,,,
"MAGEB16","Melanoma antigen, family B, 16","MAGEB16",,,,
"PRRG1, PRGP1","Proline-rich gamma-carboxyglutamic acid protein 1","PRRG1",,,,
"XK, MCLDS","Kell blood group precursor","XK","N","N","Y","N"
"CYBB, CGD, AMCBX2, IMD34","Cytochrome b-245, beta polypeptide","CYBB","N","N","Y","N"
"GAGE8","G antigen 8","GAGE8",,,,
"GRDX, GD3","Graves disease, susceptibility to, X-linked","","N","N","Y","N"
"IDDMX","Diabetes mellitus, insulin-dependent, X-linked, susceptibility to","","N","N","Y","N"
"LOAS","Leber optic atrophy, susceptibility to","","N","N","Y","N"
"MRX20","Mental retardation, X-linked-20","MRX20","N","N","Y","N"
"MRX78","Mental retardation, X-linked 78","","N","N","Y","N"
"MRXS12","Mental retardation, X-linked, syndromic 12","","N","N","Y","N"
"NYS5","Nystagmus 5, congenital, X-linked","","N","N","Y","N"
"OPA2","Optic atrophy, X-linked","OPA2","N","N","Y","N"
"PRS, MRXS2","Prieto syndrome (mental retardation, X-linked, syndromic 2, with dysmorphism and cerebral atrophy)","PRS","N","N","Y","N"
"TCTE1L","T complex-associated testis-expressed 1-like","DYNLT3",,,,
"SRPX, ETX1","Sushi-repeat-containing protein, X chromosome","SRPX",,,,
"RPGR, RP3, CRD, RP15, COD1, CORDX1","Retinitis pigmentosa GTPase regulator","RPGR","N","N","Y","N"
"OTC","Ornithine transcarbamylase","OTC","N","N","Y","N"
"TSPAN7, TM4SF2, MXS1, A15, MRX58","Tetraspanin 7","TSPAN7","N","N","Y","N"
"MID1IP1, MIG12","MID1-interacting protein 1","MID1IP1",,,,
"BCOR, KIAA1575, MCOPS2, MAA2, ANOP2","BCL6 corepressor","BCOR","N","N","Y","N"
"ATP6AP2, ATP6M8-9, XMRE, MRXSH, XPDS","ATPase, H+ transporting, lysosomal, accessory protein 2","ATP6AP2","Y","N","Y","N"
"MED14, CRSP2, CXorf4, TRAP170, EXLM1","Mediator complex subunit 14","MED14",,,,
"USP9X, DFFRX, MRX99, MRXS99F","Ubiquitin-specific protease-9, X chromosome (Drosophila fat facets related, X-linked)","USP9X","N","N","Y","N"
"DDX3X, DDX3, DBX, MRX102","DEAD/H box-3, X-linked","DDX3X","N","N","Y","N"
"NYX, CSNB1A, NBM1","Nyctalopin","NYX","N","N","Y","N"
"CASK, MICPCH, FGS4, CMG, MRXSNA","Calcium/calmodulin-dependent serine protein kinase","CASK","N","N","Y","N"
"GPR34","G protein-coupled receptor 34","GPR34",,,,
"GPR82","G protein-coupled receptor 82","GPR82",,,,
"AGSPX","Angioma serptiginosum, X-linked","","N","N","Y","N"
"DELXp11.3, CXDELp11.3","Chromosome Xp11.3 deletion syndrome (X-linked mental retardation with retinitis pigmentosa)","","N","N","Y","N"
"MRX14","Mental retardation, X-linked-14","MRX14","N","N","Y","N"
"MRX50","Mental retardation, X-linked nonspecific, type 50","MRX50","N","N","Y","N"
"MRX84","Mental retardation, X-linked 84","MRX84","N","N","Y","N"
"MRX89","Mental retardation, X-linked 89","","N","N","Y","N"
"MRX92","Mental retardation, X-linked 92","","N","N","Y","N"
"MRXS7","Mental retardation, X-linked, syndromic 7","MRXS7","N","N","Y","N"
"MAOA, BRNRS","Monoamine oxidase A","MAOA","N","N","Y","N"
"MAOB","Monoamine oxidase B","MAOB",,,,
"NDP, ND, EVR2","Norrin","NDP","N","N","Y","N"
"EFHC2","EF-hand domain (C-terminal)-containing protein 2","EFHC2",,,,
"FUNDC1","FUN14 domain-containing protein 1","FUNDC1",,,,
"DUSP21, LMWDSP21","Dual-specificity phosphatase 21","DUSP21",,,,
"KDM6A, UTX, KABUK2","Lysine (K)-specific demethylase 6A","KDM6A","N","N","Y","N"
"CXorf36, DIA1R","Chromosome X open reading frame 36","CXorf36",,,,
"MIR221, MIRN221","Micro RNA 221","MIR221",,,,
"MIR222, MIRN222","Micro RNA 222","MIR222",,,,
"ZNF673, FLJ20344","Zinc finger protein 673","KRBOX4",,,,
"ZNF674","Zinc finger protein 674","ZNF674",,,,
"CHST7, C6ST2","Carbohydrate sulfotransferase 7","CHST7",,,,
"SLC9A7, NHE7","Solute carrier family 9 (sodium/hydrogen exchanger), member 7","SLC9A7",,,,
"RP2","Retinitis pigmentosa-2, X-linked recessive","RP2","N","N","Y","N"
"PHF16, JADE3, KIAA0215","PHD finger protein 16","JADE3",,,,
"RGN, SMP30","Regucalcin","RGN",,,,
"NDUFB11, LSDMCA3","NADH-dehydrogenase 1 beta subcomplex, 11","NDUFB11","N","N","Y","N"
"RBM10, DXS8237E, KIAA0122, TARPS","RNA-binding motif protein 10","RBM10","N","N","Y","N"
"UBA1, UBE1, GXP1, A1ST, SMAX2, AMCX1","Ubiquitin-like modifier-activating enzyme 1","UBA1","N","N","Y","N"
"INE1","Inactivation escape 1","INE1",,,,
"CDK16, PCTK1, PCTAIRE1","Cyclin-dependent kinase 16","CDK16",,,,
"USP11, UHX1","Ubiquitin-specific protease-11 (ubiquitin carboxyl-terminal hydrolase)","USP11",,,,
"ZNF157","Zinc finger protein-157 (HZF22)","ZNF157",,,,
"ZNF41","Zinc finger protein-41","ZNF41",,,,
"ARAF1, RAFA1, PKS2","Oncogene ARAF1","ARAF",,,,
"SYN1","Synapsin I","SYN1","N","N","Y","N"
"TIMP1, TIMP, EPA","Erythroid-potentiating activity (tissue inhibitor of metalloproteinases)","TIMP1",,,,
"DUPXp11.23p11.22, CXDUPp11.23p11.22","Chromosome Xp11.23-p11.22 duplication syndrome","","N","N","Y","N"
"GAGE2B","G antigen 2B","GAGE2B",,,,
"GAGE2C, GAGE2","G antigen 2C","GAGE2C",,,,
"GAGE2D","G antigen 2D","GAGE2D",,,,
"GAGE2E","G antigen 2E","GAGE2E",,,,
"GAGE3","G antigen 3","GAGE3",,,,
"GAGE4","G antigen 4","GAGE4",,,,
"GAGE5","G antigen 5","GAGE5",,,,
"GAGE6","G antigen 6","GAGE6",,,,
"GAGE7","G antigen 7","GAGE7",,,,
"GAGE7B","G antigen 7B","GAGE12I",,,,
"MRX81","Mental retardation, X-linked 81","MRX81","N","N","Y","N"
"PFC, PFD","Properdin P factor, complement","CFP","N","N","Y","N"
"ELK1","ELK1, member of ETS oncogene family","ELK1",,,,
"UXT","Ubiquitously expressed transcript","UXT",,,,
"ZNF81, MRX45","Zinc finger protein-81 (HFZ20)","ZNF81","N","N","Y","N"
"ZNF21","Zinc finger protein-12","ZNF182",,,,
"SPACA5, LOC389852","Sperm acrosome associated 5","SPACA5",,,,
"ZNF630","Zinc finger protein 630","ZNF630",,,,
"SSX6","Synovial sarcoma, X breakpoint 6","SSX6",,,,
"SSX5","Synovial sarcoma, X breakpoint 5","SSX5",,,,
"SSX1, SSRC","Synovial sarcoma, X breakpoint 1","SSX1","N","N","N","N"
"SSX9","Sarcoma, synovial, X breakpoint 9","SSX9",,,,
"SSX3","Synovial sarcoma, X breakpoint 3","SSX3",,,,
"SSX4","Synovial sarcoma, X breakpoint 4","SSX4",,,,
"SLC38A5, SN2","Solute carrier family 38 (amino acid transporter), member 5","SLC38A5",,,,
"FTSJ1, JM23, SPB1, MRX44, MRX9","FTSJ homolog 1","FTSJ1","N","N","Y","N"
"PORCN, PORC, DHOF, FODH","Porcupine, Drosophila, homolog of","PORCN","N","N","Y","N"
"EBP, CDPX2, CPXD, CPX, MEND","Emopamil-binding protein","EBP","N","N","Y","N"
"TBC1D25, OATL1","TBC1 domain family, member 25","TBC1D25",,,,
"RBM3","RNA binding motif protein 3","RBM3",,,,
"WDR13","WD repeat-containing protein 13","WDR13",,,,
"WAS, IMD2, THC1, SCNX","Wiskott-Aldrich syndrome","WAS","N","N","Y","N"
"SUV39H1","Suppressor of variegation 3-9, Drosophila, homolog of, 1","SUV39H1",,,,
"GATA1, GF1, ERYF1, NFE1, XLTDA, XLTT, XLANP","GATA-binding protein-1 (globin transcription factor-1)","GATA1","N","N","Y","N"
"HDAC6, CPBHM","Histone deacetylase 6","HDAC6","N","N","Y","N"
"HRAS2, HRASP","v-Ha-ras harvey rat sarcoma viral oncogene homolog 2","ERAS",,,,
"PCSK1N, PROSAAS","Proprotein convertase, subtilisin/kexin-type, 1, inhibitor of","PCSK1N",,,,
"TIMM17B, TIM17B","Translocase of inner mitochondrial membrane 17, yeast, homolog of, B","TIMM17B",,,,
"PQBP1, NPW38, SHS, MRX55, MRXS3, RENS1, MRXS8","Polyglutamine-binding protein 1","PQBP1","N","N","Y","N"
"SLC35A2, UGALT, UGTL, UGT2, CDGX, CDG2M","Solute carrier family 35 (UDP-galactose transporter), member 2","SLC35A2","N","N","Y","N"
"PIM2","Oncogene PIM2","PIM2",,,,
"OTUD5, DUBA","OTU domain-containing protein 5","OTUD5",,,,
"KCND1","Potassium voltage-gated channel, SHAL-related subfamily, member 1","KCND1",,,,
"GRIPAP1, GRASP1, KIAA1167","GRIP1-associated protein 1","GRIPAP1",,,,
"TFE3, RCCX1","Transcription factor for IgH enhancer","TFE3","N","N","N","N"
"CCDC120","Coiled-coil domain-containing protein 120","CCDC120",,,,
"PRAF2, JM4","PRA1 domain family, member 2","PRAF2",,,,
"WDR45, WIPI4, NBIA5","WD repeat-containing protein 45","WDR45","N","N","Y","N"
"PLP2","Proteolipid protein 2","PLP2",,,,
"PRICKLE3, LMO6","Prickle, Drosophila, homolog of, 3","PRICKLE3",,,,
"SYP, MRXSYP","Synaptophysin","SYP","N","N","Y","N"
"CACNA1F, CSNB2, CORDX3, CSNB2A, AIED, OA2","Calcium channel, voltage-dependent, alpha-1F subunit","CACNA1F","N","N","Y","N"
"CCDC22, RTSC2","Coiled-coil domain-containing protein 22","CCDC22","N","N","Y","N"
"FOXP3, IPEX, AIID, XPID, PIDX","Forkhead box P3 (scurfin)","FOXP3","Y","N","Y","N"
"GAGE10","G antigen 10","GAGE10",,,,
"GAGE12J","G antigen 12J","GAGE12J",,,,
"GAGE13","G antigen 13","GAGE13",,,,
"GAGE12C","G antigen 12C","GAGE12C",,,,
"GAGE12D","G antigen 12D","GAGE12D",,,,
"GAGE12E","G antigen 12E","GAGE12E",,,,
"GAGE12F","G antigen 12F","GAGE12F",,,,
"GAGE12G","G antigen 12G","GAGE12G",,,,
"GAGE12H","G antigen 12H","GAGE12H",,,,
"GAGE2A","G antigen 2A","GAGE2A",,,,
"GAGE1","G antigen 1","GAGE1",,,,
"GAGEB1, PAGE1","P antigen family, member 1","PAGE1",,,,
"PAGE4, GAGEC1","P antigen family, member 4","PAGE4",,,,
"USP27X, USP22L","Ubiquitin-specific protease 27, X-linked","USP27X",,,,
"CLCN5, CLCK2, NPHL2, DENTS, NPHL1","Chloride channel-5","CLCN5","N","N","Y","N"
"MIR502","Micro RNA 502","MIR502",,,,
"DUPXp11.22, MRX17, MRX31","Xp11.22 microduplication syndrome","","N","N","N","N"
"HPCX2","Prostate cancer, hereditary, X-linked 2","","N","N","Y","N"
"HYSP4","Hypospadias 4, X-linked, susceptibility to","","N","N","Y","N"
"AKAP4, AKAP82, HI, FSC1","A-kinase anchor protein 4, 82kD","AKAP4",,,,
"CCNB3","Cyclin B3","CCNB3",,,,
"DGKK","Diacylglycerol kinase, kappa, 142kD","DGKK",,,,
"SHROOM4, KIAA1202, SDSX","Shroom family member 4","SHROOM4","N","N","Y","N"
"BMP15, GDF9B, ODG2, POF4","Bone morphogenetic protein 15","BMP15","N","N","N","N"
"NUDT10, DIPP3A, APS2","Nucleoside diphosphate-linked moiety X motif 10","NUDT10",,,,
"NUDT11, DIPP3B, APS1","Nucleoside diphosphate-linked moiety X motif 11","NUDT11",,,,
"GSPT2, GST2, ERF3B","G1- to S-phase transition 2","GSPT2",,,,
"MAGED1","Melanoma antigen, family D, 1","MAGED1",,,,
"MAGED4B","Melanoma antigen, family D, 4B","MAGED4B",,,,
"MAGED4, MAGEE1, KIAA1859","Melanoma antigen, family D, 4","MAGED4",,,,
"XAGE2, GAGED3","X antigen family, member 2","XAGE2",,,,
"XAGE1A","X antigen family, member 1A","XAGE1B",,,,
"XAGE1B","X antigen family, member 1B","XAGE1B",,,,
"XAGE1C","X antigen family, member 1C","XAGE1E",,,,
"XAGE1E","X antigen family, member 1E","XAGE1E",,,,
"GAGED2, XAGE1","G antigen, family D, 2","XAGE1E",,,,
"SSX8","Sarcoma, synovial, X breakpoint 8","SSX8",,,,
"SSX7","Sarcoma, synovial, X breakpoint 7","SSX7",,,,
"SSX2","Sarcoma, synovial, X breakpoint 2","SSX2","N","N","N","N"
"SPANXN5","SPANX family, member N5","SPANXN5",,,,
"XAGE3, PLAC6","X antigen family, member 3","XAGE3",,,,
"GPR173, SREB3","G protein-coupled receptor 173","GPR173",,,,
"TSPYL2, CDA1, DENTT, CINAP","TSPY-like 2","TSPYL2",,,,
"KDM5C, JARID1C, SMCX, DXS1272E, XE169, MRXSCJ","Lysine-specific demethylase 5C (Jumonji, AT-rich interactive domain 1C)","KDM5C","N","N","Y","N"
"IQSEC2, KIAA0522, MRX1, MRX78","IQ motif- and Sec7 domain-containing protein 2","IQSEC2","N","N","Y","N"
"DXS423E, SMC1, CDLS2","Segregation of mitotic chromosomes 1 (SMC1, yeast, homolog of; DXS423E; SB1.8)","SMC1A","N","N","Y","N"
"HSD17B10, HADH2, ERAB, MRXS10","17-beta-hydroxysteroid dehydrogenase X","HSD17B10","N","N","Y","N"
"HUWE1, UREB1, KIAA0312, LASU1","HECT, UBA, and WWE domains-containing protein 1","HUWE1","N","N","Y","N"
"MIR98, MIRN98","Micro RNA 98","MIR98",,,,
"MIRLET7F2, LET7F2, MIRNLET7F2","Micro RNA Let7f2","MIRLET7F2",,,,
"PHF8, ZNF422, KIAA1111, MRXSSD","PHD finger protein 8","PHF8","N","N","Y","N"
"FAM120C, CXorf17","Family with sequence similarity 120, member C","FAM120C",,,,
"WNK3, PRKWNK3, KIAA1566","WNK lysine deficient protein kinase 3","WNK3",,,,
"TSR2, WGG1, DBA14","TSR2, 20S rRNA accumulation, S. cerevisiae, homolog of","TSR2","N","N","Y","N"
"FGD1, FGDY, AAS, MRXS16","FYVE, RhoGEF, and PH domain-containing protein 1","FGD1","N","N","Y","N"
"GNL3L","Guanine nucleotide binding protein-like 3-like protein","GNL3L",,,,
"MRX52","Mental retardation, X-linked 52","ATRX","N","N","Y","N"
"MAGED2, MAGED, BARTS5","Melanoma antigen, family D, 2","MAGED2","N","N","Y","N"
"SNORA11","Small nucleolar RNA, H/ACA box, 11","SNORA11",,,,
"TRO","Trophinin","TRO",,,,
"PFKFB1, PFRX","Fructose-2,6-bisphosphatase","PFKFB1",,,,
"APEX2, APE2, XTH2, APEXL2","APEX nuclease (apurinic/apyrimidinic endonuclease) 2","APEX2",,,,
"ALAS2, ANH1, ASB, XLEPP, XLSA, ANH1, SIDBA1","Aminolevulinate, delta-, synthase-2","ALAS2","N","N","Y","N"
"PAGE2, GAGEC2","P antigen family, member 2","PAGE2",,,,
"PAGE3, GAGEC1","P antigen family, member 3","PAGE3",,,,
"MAGEH1, MAGEH","Melanoma antigen, family H, 1","MAGEH1",,,,
"FOXR2, FOXN6","Forkhead box R2","FOXR2",,,,
"RRAGB, RAGB","Ras-related GTP-binding protein B","RRAGB",,,,
"KLF8, ZNF741, BKLF3","Kruppel-like factor 8","KLF8",,,,
"UBQLN2, PLIC2, CHAP1, ALS15","Ubiquilin 2","UBQLN2","N","N","Y","N"
"SPIN2","Spindlin family, member 2","SPIN2B",,,,
"FAAH2","Fatty acid amide hydrolase 2","FAAH2",,,,
"DSF34","DXF34 gene","SPIN2A",,,,
"ZXDB","Zinc finger-encoding gene, X-linked, duplicated, B","ZXDB",,,,
"ZXDA","Zinc finger-encoding gene, X-linked, duplicated, A","ZXDA",,,,
"AGA2","Alopecia, androgenetic, 2","","N","N","N","N"
"CGF1","Cognitive function-1, social","CGF1","N","N","Y","N"
"DXS435E, A11","A-11 gene","",,,,
"MGR2","Migraine, familial typical, susceptibility to, 2","","N","N","Y","N"
"MTBSX","Mycobacterium tuberculosis, susceptibility to, X-linked","","N","N","Y","N"
"ARHGEF9, PEM2, KIAA0424, EIEE8","Rho guanine nucleotide exchange factor 9","ARHGEF9","N","N","Y","N"
"SPG16","Spastic paraplegia 16, X-linked, complicated","SPG16","N","N","Y","N"
"AMER1, FAM123B, WTX, OSCS","APC membrane recruitment protein 1","AMER1","N","N","Y","N"
"ASB12","Ankyrin repeat- and SOCS box-containing protein 12","ASB12",,,,
"ZC4H2, KIAA1166, WRWF","Zinc finger C4H2 domain-containing protein","ZC4H2","N","N","Y","N"
